transaction_id,card_number,card_type,expiration_date,cvv,card_holder_name,billing_address,billing_city,billing_state,billing_postal_code,billing_country,transaction_amount,transaction_date,merchant_name,merchant_category,transaction_description,transaction_type,currency_code,exchange_rate,conversion_amount,conversion_date,transaction_status,authorization_code,payment_gateway,transaction_reference_number,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_postal_code
824,3562537791161719,Mastercard,2/28/2023,854,Tamra Shirt,1450 Pepper Wood Park,Hobonio,,,Indonesia,5922.66,3/10/2024,Jaxspan,Entertainment,pretium nisl ut volutpat sapien arcu sed augue aliquam erat,Purchase,IDR,1.6993,727.51,11/13/2022,Pending,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,Yakidoo,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,Margeaux Kopta,mkoptamv@imageshack.us,106-478-0236,3 Garrison Drive,Pirassununga,,13630-000
825,3542408812273229,American Express,2/7/2023,172,Gwynne Skirvane,7 4th Avenue,Wanxian,,,China,930.58,10/29/2025,Twimm,Dining,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,Refund,CNY,1.3889,7202.77,6/30/2025,Declined,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,Gabtype,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,Maxim McCurry,mmccurrymw@ucsd.edu,182-520-8118,41 Trailsway Terrace,Malati,,
826,30012090698696,American Express,5/8/2028,765,Chaddy Montel,2 Dexter Park,Pyongyang,,,North Korea,2789.15,11/8/2023,Jaxbean,Travel,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,Refund,KPW,0.6428,7702.76,6/6/2028,Declined,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,Devpulse,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,June Nusche,jnuschemx@yellowpages.com,906-544-6198,520 Dovetail Lane,Marolambo,,
827,5602224313555432,American Express,5/26/2029,387,Catharine Morgue,0 Morrow Avenue,Nantes,B5,44324 CEDEX 3,France,3719.45,8/31/2027,Eidel,Travel,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,Cash Advance,EUR,1.8805,6727.08,7/6/2030,Declined,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,Browsebug,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,Dinny Rowdell,drowdellmy@apple.com,281-895-1889,83339 Oak Alley,Taphan Hin,,66110
828,6767738769021070492,American Express,12/5/2028,981,Willi Kryzhov,67906 Banding Point,Tarub,,,Indonesia,6086.76,3/3/2027,Flipopia,Dining,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,Refund,IDR,1.952,3525.54,2/8/2024,Pending,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,Flashset,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,Kellina Geri,kgerimz@ucsd.edu,868-917-5543,339 Graedel Pass,Guilin,,
829,5602242792197997,Visa,8/15/2024,125,Kort Grieveson,7 Rockefeller Alley,Jiantiao,,,China,5496.51,9/24/2022,Meevee,Travel,quis libero nullam sit amet turpis elementum ligula vehicula consequat,Cash Advance,CNY,1.1725,7568.7,7/26/2023,Approved,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Thoughtstorm,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,Lavina Yoodall,lyoodalln0@google.com.au,113-808-3377,79059 Butternut Center,Smithers,BC,P3N
830,3549485200421100,Visa,4/27/2026,935,Annora Swallow,51290 Bay Drive,Suicheng,,,China,3478.78,8/7/2027,Skalith,Entertainment,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,Refund,CNY,0.8289,6494.44,1/17/2023,Approved,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Devbug,est donec odio justo sollicitudin ut suscipit a feugiat et eros,Gregor Skylett,gskylettn1@yolasite.com,869-269-4776,3 Delaware Avenue,Wangzuizi,,
831,3571853502630606,Visa,5/23/2027,821,Harlan Vannuchi,28385 School Hill,Memphis,TN,38150,United States,4090.03,8/22/2023,Avaveo,Entertainment,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,Purchase,USD,1.9665,1412.97,2/2/2026,Approved,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,Realbuzz,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,Branden Witchard,bwitchardn2@cocolog-nifty.com,901-559-6525,320 Toban Crossing,Montgomery,AL,36177
832,3577653381137184,American Express,8/8/2025,825,Fanchette Larman,3082 Union Place,Arvidsjaur,BD,933 82,Sweden,6980.45,12/14/2023,Quatz,Travel,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,Cash Advance,SEK,1.8415,9716.61,6/1/2023,Declined,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,Muxo,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,Ilsa Simonetto,isimonetton3@kickstarter.com,614-135-5537,50 Morningstar Lane,Kożuchów,,67-120
833,5010125842692438,American Express,5/3/2027,898,Bealle Mattioni,831 Fair Oaks Street,Cikou,,,China,2766.95,12/25/2024,Zoombeat,Travel,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,Purchase,CNY,1.9351,8058.85,12/20/2030,Approved,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,Snaptags,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,Filide Tomkowicz,ftomkowiczn4@indiatimes.com,408-495-1981,10381 Scoville Point,Kangar,PLS,01578
834,3582079460661105,American Express,4/11/2026,741,Calley Chadwick,4535 Scoville Point,New Sibonga,,8105,Philippines,8741.36,9/26/2024,Livetube,Retail,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,Purchase,PHP,0.8996,4628.09,6/2/2028,Declined,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,Skibox,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,Joscelin Cowoppe,jcowoppen5@zimbio.com,196-558-7613,928 Sutteridge Street,Zboriv,,
835,6706996839272465744,Mastercard,9/23/2028,872,Joann Leel,644 Bartelt Point,Alzamay,,665161,Russia,3243.09,8/30/2025,Aibox,Dining,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,Cash Advance,RUB,1.0459,5237.44,4/15/2030,Declined,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,Wikido,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,Carrie Ivanishin,civanishinn6@rakuten.co.jp,837-490-8523,86 Stephen Plaza,Teuva,,64701
836,3538414376926018,Visa,9/20/2029,117,Josselyn Suarez,6813 John Wall Center,Washington,DC,20051,United States,8798.13,9/14/2028,Jabbercube,Entertainment,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,Refund,USD,1.2837,950.29,9/17/2030,Approved,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,Oyoba,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,Yetta Baldrick,ybaldrickn7@chronoengine.com,202-257-6441,11437 Claremont Terrace,Mayuge,,
837,3546785999695449,Mastercard,10/24/2029,859,Werner Stringer,99 Bultman Avenue,Tunguang,,,China,8107.18,10/29/2022,Gabspot,Entertainment,magna ac consequat metus sapien ut nunc vestibulum ante ipsum,Cash Advance,CNY,0.6377,9847.73,5/1/2024,Declined,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,Yakijo,cursus vestibulum proin eu mi nulla ac enim in tempor,Maxwell O'Sheils,mosheilsn8@hibu.com,277-406-3051,529 Golf Alley,Khlevnoye,,399260
838,5610122862650887,American Express,1/19/2028,108,Clem Pietroni,449 Lawn Parkway,Kallithéa,,,Greece,3732.84,2/26/2027,Jazzy,Dining,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,Cash Advance,EUR,0.7343,1613.15,2/24/2028,Declined,mi in porttitor pede justo eu massa donec dapibus duis at,Eidel,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Sebastien Devall,sdevalln9@dion.ne.jp,939-451-9258,071 Haas Point,Monte Alegre,,59182-000
839,3580915713880335,Visa,6/6/2029,155,Fernandina Youhill,4916 Golf Course Plaza,Frederiksberg,1084,1906,Denmark,3335.56,9/23/2029,Skaboo,Retail,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,Refund,DKK,1.6434,2811.85,4/13/2030,Approved,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,Photojam,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Maxy Fellis,mfellisna@apache.org,333-975-4917,4506 Towne Avenue,Charlotte,NC,28299
840,6304719574387875343,Visa,1/11/2028,453,Ewen Greenfield,86 Debs Place,Tamansari,,,Indonesia,2673.01,4/22/2029,Realbuzz,Travel,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,Purchase,IDR,1.9968,9122.38,4/12/2025,Pending,mattis odio donec vitae nisi nam ultrices libero non mattis,Fivebridge,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Rafferty Sharphurst,rsharphurstnb@home.pl,120-897-1770,25786 Cherokee Junction,Banjarjo,,
841,5007660831954469,Visa,11/22/2027,870,Laurie Fetterplace,691 Judy Plaza,Descalvado,,13690-000,Brazil,8874.41,5/1/2025,Twitterbridge,Dining,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,Purchase,BRL,0.5803,3350.52,10/9/2029,Approved,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,Agimba,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,Robers Paolozzi,rpaolozzinc@google.fr,886-251-8314,78 Pleasure Park,Angers,B5,49066 CEDEX 01
842,36362366158477,Visa,6/13/2024,615,Dianemarie Odegaard,45062 Calypso Terrace,Cavaillon,B8,84304 CEDEX,France,8510.98,3/3/2030,Zoomlounge,Retail,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,Cash Advance,EUR,1.6329,5776.13,8/20/2026,Declined,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,Devpulse,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,Jorgan Gifkins,jgifkinsnd@berkeley.edu,269-473-9012,11213 Elgar Park,Sulmierzyce,,98-338
843,373486850144221,Visa,2/18/2022,604,Gene Greenhaugh,73922 Hayes Plaza,Mocupe,,,Peru,4506.53,11/3/2028,Leexo,Entertainment,id ligula suspendisse ornare consequat lectus in est risus auctor,Refund,PEN,0.6188,1028.83,5/13/2028,Pending,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,Topiczoom,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,Mendy Posnett,mposnettne@plala.or.jp,317-659-9435,5423 Everett Crossing,Huangben,,
844,4041593825138271,American Express,2/11/2026,690,Gannon Dayer,68 Nobel Junction,Las Americas,TAM,88925,Mexico,4542.91,5/25/2022,Youfeed,Entertainment,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,Purchase,MXN,1.8686,4741.21,1/30/2027,Declined,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,Devpoint,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Aluin Eudall,aeudallnf@wufoo.com,383-777-4790,3 Dottie Road,Tmourghout,,
845,5893511806058272,American Express,8/10/2025,473,Steffane MacCollom,4807 Oak Valley Court,Arteche,,6822,Philippines,1829.08,12/11/2023,Skimia,Dining,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,Cash Advance,PHP,1.5052,296.19,8/16/2023,Approved,orci luctus et ultrices posuere cubilia curae donec pharetra magna,Skimia,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,Karyn Jankiewicz,kjankiewiczng@cnn.com,822-528-4317,657 Sundown Alley,Tungguwaneng,,
846,3550950587308333,Mastercard,8/14/2029,605,Thorndike Glanfield,0976 Sutherland Park,Gorzów Wielkopolski,,66-418,Poland,4267.69,1/7/2030,InnoZ,Dining,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,Purchase,PLN,1.998,9500.61,2/19/2026,Approved,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,Brightbean,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,Elvis Oldland,eoldlandnh@businessinsider.com,257-440-3524,0824 Summer Ridge Place,Krajan,,
847,6391714065538902,Visa,9/29/2028,642,Taber Larham,6 Lake View Park,Suva Reka,,,Kosovo,4415.57,2/5/2022,DabZ,Travel,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,Cash Advance,EUR,1.3454,6955.67,5/26/2023,Approved,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,Edgeblab,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,Vern Coulman,vcoulmanni@weibo.com,232-632-8947,986 Cherokee Circle,Tilang,,
848,3560170294186785,American Express,4/19/2026,872,Olympe Dreamer,842 Old Shore Plaza,Taoyao,,,China,2013.07,12/8/2023,Zoozzy,Dining,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,Refund,CNY,0.5286,8540.74,3/26/2022,Declined,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,Riffpath,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,Marysa Danilishin,mdanilishinnj@simplemachines.org,246-435-3507,98 Hauk Junction,Imbituba,,88780-000
849,3531481746175011,Visa,5/13/2023,779,Tandy Espinho,74 Oxford Park,Bājitpur,,2338,Bangladesh,5520.82,4/26/2029,Twitterbridge,Retail,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,Cash Advance,BDT,0.6532,4788.42,11/1/2027,Pending,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,Yoveo,duis faucibus accumsan odio curabitur convallis duis consequat dui nec,Felipe Hof,fhofnk@shop-pro.jp,657-599-7974,6152 Johnson Court,Viga,,4805
850,3567721054695341,Mastercard,9/25/2030,148,Brock Sandars,318 Basil Center,Lopatinskiy,,140209,Russia,1326.49,4/12/2022,Voonyx,Entertainment,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,Purchase,RUB,1.1019,5296.54,9/12/2027,Approved,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,Nlounge,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,Zaccaria Marini,zmarininl@mtv.com,578-103-9509,79394 Little Fleur Crossing,Sulmierzyce,,98-338
851,5610565214550884,Visa,12/19/2022,792,Gertrud Cheek,1 Fairfield Avenue,Peshtera,,4550,Bulgaria,1838.92,5/12/2023,Quaxo,Dining,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,Purchase,BGN,1.4706,716.75,10/5/2025,Pending,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,Fanoodle,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,Deana Hoggetts,dhoggettsnm@friendfeed.com,862-378-2233,0 Welch Alley,Dovhe,,
852,67616129923399051,Visa,11/2/2028,440,Wini Mattheeuw,49 Eastwood Trail,Bremen,HB,28355,Germany,3084.35,3/22/2025,Quimm,Travel,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Cash Advance,EUR,1.689,7824.34,5/3/2028,Approved,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,Chatterbridge,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,Arvin Eldin,aeldinnn@livejournal.com,546-615-1616,5 Pine View Alley,Carmen,,9408
853,4913002030710630,Visa,9/16/2024,349,Morganne Matthew,6 Atwood Plaza,Kítsi,,,Greece,6892.86,9/3/2025,Skyndu,Dining,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,Cash Advance,EUR,1.6571,6117.11,8/20/2025,Declined,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,Flipopia,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,Faye Brookz,fbrookzno@geocities.com,743-121-2294,906 David Junction,Cetinje,,
854,6371915307100310,Visa,10/26/2030,909,Gianni Kyme,9 Badeau Road,Novopokrovka,,433452,Russia,5769.25,2/2/2022,Jetpulse,Dining,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,Cash Advance,RUB,1.8915,7237.35,4/22/2022,Pending,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,Topicstorm,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,William Rosentholer,wrosentholernp@miibeian.gov.cn,279-230-9784,52 Bay Avenue,Cluain Meala,,E91
855,30144168177954,American Express,10/25/2025,632,Tremain Trundell,27 Aberg Parkway,Charleston,WV,25389,United States,8725.29,2/28/2022,Livetube,Entertainment,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,Purchase,USD,1.3211,7620.84,1/29/2025,Declined,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,Janyx,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,Mallissa Dobrowolski,mdobrowolskinq@indiatimes.com,304-713-6154,4 Pepper Wood Hill,Ōhara,,299-4624
856,5010129906899467,Visa,9/10/2026,994,Sarina Hargess,2900 Warrior Court,Boyu,,,China,7508.7,7/3/2023,Topicblab,Retail,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,Refund,CNY,1.3165,7882.27,5/18/2030,Declined,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,Zoombox,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,Daffi Swatland,dswatlandnr@sciencedaily.com,550-138-3075,4 Commercial Place,Lille,B4,59007 CEDEX
857,3573955737611471,Visa,10/8/2025,790,Cecilia Dubbin,1659 Crowley Court,Krajanbonjor,,,Indonesia,8335.18,2/12/2030,Kwideo,Dining,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,Refund,IDR,1.3963,3258.97,7/30/2027,Pending,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,Zoozzy,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Stanwood Jellings,sjellingsns@wired.com,651-279-6419,4076 Karstens Way,Matangpayang,,
858,5602219992193927,Visa,3/12/2028,105,Muhammad Whanstall,75 Pawling Point,Longmenfan,,,China,5238.78,9/25/2030,Bubblemix,Retail,in lectus pellentesque at nulla suspendisse potenti cras in purus eu,Refund,CNY,0.7824,6045.52,12/13/2023,Pending,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,Dabvine,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,Barret Rudolph,brudolphnt@digg.com,561-232-1870,7 Mosinee Road,Arlöv,M,232 24
859,3578033732440760,American Express,10/3/2025,912,Meggi Geindre,46376 Rusk Parkway,Nanga Eboko,,,Cameroon,6014.07,4/11/2022,Jaxnation,Entertainment,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,Cash Advance,XAF,1.9511,6239.6,1/13/2024,Declined,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,Twitterlist,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,Dana Kornas,dkornasnu@lulu.com,939-895-5145,493 Arapahoe Terrace,Acopampa,,
860,36763895221126,Mastercard,12/25/2030,231,Paige Martinyuk,05 Namekagon Court,Orodara,,,Burkina Faso,7248.84,7/6/2027,Eabox,Retail,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Purchase,XOF,1.3276,5276.63,1/23/2028,Declined,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,Vinte,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Alisander Franklin,afranklinnv@blogger.com,861-714-3542,7914 Ridgeview Crossing,Chico,CA,95973
861,3561368800511137,Mastercard,6/20/2028,820,Eddie Studdeard,65 Washington Pass,Líbeznice,,250 65,Czech Republic,3096.41,3/25/2028,Lazzy,Retail,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,Purchase,CZK,1.4979,3708.63,7/7/2030,Approved,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,Jabberstorm,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Ealasaid Keeffe,ekeeffenw@slate.com,981-567-5122,1193 Springview Terrace,Fresno,CA,93704
862,6759243294742824312,Mastercard,11/13/2023,545,Lindi Clemenson,5 Shoshone Place,Bayan Bulag,,,China,7405.55,7/26/2026,Mynte,Entertainment,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,Cash Advance,CNY,0.7132,7844.34,4/18/2027,Declined,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,Feedfire,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,Gibby Arenson,garensonnx@shinystat.com,603-266-6768,384 Nova Street,Xiaxindian,,
863,4405974860973311,American Express,2/27/2024,989,Koenraad Venn,8490 Milwaukee Lane,Lawonda,,,Indonesia,1903.33,12/31/2025,Dabtype,Dining,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,Refund,IDR,0.7132,521.74,12/6/2027,Pending,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,Dablist,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,Aidan Stacey,astaceyny@squidoo.com,697-385-6225,9 Grasskamp Center,Runjin,,
864,3533609614643953,Visa,2/6/2024,473,Feliza Crackel,69 Northport Alley,General Pico,,6360,Argentina,7462.36,9/18/2024,Eimbee,Travel,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,Cash Advance,ARS,1.0925,2276.44,7/14/2022,Approved,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,Flashset,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Glen MacArd,gmacardnz@sun.com,528-947-4055,848 Oxford Parkway,Reading,PA,19610
865,201800694101312,Visa,3/11/2028,798,Ofelia Gillies,46 Golf Avenue,Aoluguya Ewenke Minzu,,,China,5060.46,4/13/2026,Shufflebeat,Travel,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,Cash Advance,CNY,1.6939,5377.9,9/14/2025,Declined,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,Vipe,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,Martino Maso,mmasoo0@wufoo.com,955-771-0503,6 Warner Way,Saihan Tal,,
866,6331106343221554,American Express,10/25/2029,828,Obadias Repp,2200 Caliangt Place,Mateus Leme,,35670-000,Brazil,386.36,4/10/2026,Blogspan,Entertainment,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,Cash Advance,BRL,1.3588,3790.72,9/10/2022,Pending,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,Edgeify,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,Banky Gotling,bgotlingo1@naver.com,847-900-3913,40 Hollow Ridge Place,Ballivor,,D17
867,30513280397577,American Express,2/5/2030,640,Gordie Boddam,03 Texas Center,Chrastava,,463 31,Czech Republic,1971.07,3/17/2026,Skipfire,Travel,turpis sed ante vivamus tortor duis mattis egestas metus aenean,Purchase,CZK,1.506,4674.94,10/7/2030,Approved,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,Eare,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,Sumner McDill,smcdillo2@census.gov,583-936-3945,04 Weeping Birch Terrace,San Jose,CA,95128
868,3583397320297566,Mastercard,4/13/2030,817,Silvana Hagland,534 Grayhawk Point,Andop,,1174,Philippines,4532.45,12/30/2027,Mybuzz,Retail,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,Cash Advance,PHP,1.2398,4782.9,11/6/2025,Declined,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Jaloo,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,Kenneth Shouler,kshoulero3@indiegogo.com,735-110-1292,466 Bunting Terrace,Lingqian,,
869,6381188690306096,Visa,2/14/2026,406,Rutger Ridgway,0783 Monument Road,Katsikás,,,Greece,3398.85,1/25/2023,Twinte,Entertainment,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,Refund,EUR,1.1621,2426.98,12/31/2022,Approved,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,Linklinks,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,Loretta Jellico,ljellicoo4@redcross.org,372-660-5426,739 Utah Trail,Mosquera,,250047
